Адрес,Жилая,Кухня,Общая,Цена,Цена за квадрат,Этаж,Этажность здания,Время,Способ передвижения,Координаты
"Москва, ЮЗАО, р-н Ломоносовский, Нахимовский просп., 73",60.0,25.0,95.0,23000000.0,242105.0,23,27,8.0,пешком,"(55.682453, 37.552373, 0.0)"
"Московская область, Красногорск городской округ, Ильинское-Усово поселок, проезд Александра Невского, 4",20.0,14.0,47.3,5200000.0,109937.0,3,8,20.0,на транспорте,"(55.773424, 37.220194, 0.0)"
"Москва, ЗАО, р-н Раменки, Ломоносовский просп., 25к1",60.1,11.4,103.7,47000000.0,453230.0,5,19,2.0,пешком,"(55.693591, 37.532439, 0.0)"
"Москва, ЗАО, р-н Раменки, Минская ул., 1ГК2",44.0,11.0,72.5,29000000.0,400000.0,13,22,4.0,на транспорте,"(55.712122, 37.499067, 0.0)"
"Москва, ЦАО, р-н Пресненский, ул. Сергея Макеева, 9",37.0,13.0,75.0,38621000.0,514947.0,14,21,10.0,пешком,"(55.761558, 37.549067, 0.0)"
"Москва, ЦАО, р-н Пресненский, ул. Сергея Макеева, 9",23.0,18.0,53.0,24388000.0,460151.0,13,21,10.0,пешком,"(55.761558, 37.549067, 0.0)"
"Московская область, Одинцово, ул. Гвардейская, 9",29.0,12.1,61.4,5974416.0,97303.0,9,17,25.0,на транспорте,"(55.655249, 37.231378, 0.0)"
"Москва, ЦАО, р-н Пресненский, ул. Сергея Макеева, 9",54.0,12.0,83.0,38356000.0,462120.0,2,21,10.0,пешком,"(55.761558, 37.549067, 0.0)"
"Московская область, Красногорск городской округ, Ильинское-Усово поселок, проезд Александра Невского, 3",16.4,13.0,50.0,4400000.0,88000.0,1,8,20.0,на транспорте,"(55.772978, 37.218649, 0.0)"
"Московская область, Мытищи, мкр. 11, 12, Новомытищинский просп., 41к1",26.6,7.0,44.6,4900000.0,109865.0,4,9,15.0,на транспорте,"(55.901854, 37.724804, 0.0)"
"Москва, ЦАО, р-н Басманный, Новая Басманная ул., 31С2",40.2,,53.0,19000000.0,358491.0,1,2,7.0,пешком,"(55.770107, 37.666198, 0.0)"
"Москва, ЦАО, р-н Басманный, Новая Басманная ул., 31С2",36.3,,51.0,17000000.0,333333.0,1,2,7.0,пешком,"(55.770107, 37.666198, 0.0)"
"Московская область, Красногорск городской округ, Ильинское-Усово поселок, проезд Александра Невского, 4",33.8,13.0,69.5,6100000.0,87770.0,4,8,20.0,на транспорте,"(55.773424, 37.220194, 0.0)"
"Москва, СЗАО, р-н Хорошево-Мневники, 3-я Хорошевская ул., 27к3",,,75.1,16900000.0,225033.0,22,22,10.0,пешком,"(55.786738, 37.492455, 0.0)"
"Москва, САО, р-н Левобережный, Фестивальная ул.",29.4,15.4,64.2,16339798.0,254514.0,31,35,7.0,пешком,"(55.859736, 37.492545, 0.0)"
"Москва, САО, р-н Левобережный, Фестивальная ул.",16.1,14.2,43.4,11906182.0,274336.0,31,35,7.0,пешком,"(55.859736, 37.492545, 0.0)"
"Москва, САО, р-н Левобережный, Фестивальная ул.",15.9,,44.6,12066753.0,270555.0,34,35,7.0,пешком,"(55.859736, 37.492545, 0.0)"
"Москва, САО, р-н Левобережный, Фестивальная ул.",19.5,,50.2,13561078.0,270141.0,34,35,7.0,пешком,"(55.859736, 37.492545, 0.0)"
"Москва, ЗАО, р-н Проспект Вернадского, ул. Удальцова, 15",45.0,9.0,73.0,28700000.0,393151.0,10,12,9.0,пешком,"(55.672636, 37.514724, 0.0)"
"Москва, ЮВАО, р-н Марьино, Новомарьинская ул., 3К2",32.3,9.1,53.7,10600000.0,197393.0,3,7,6.0,пешком,"(55.652933, 37.746993, 0.0)"
"Москва, СЗАО, р-н Покровское-Стрешнево, Береговая ул., 4К5",,,112.0,35500000.0,316964.0,4,6,18.0,пешком,"(55.828693, 37.470294, 0.0)"
"Москва, СЗАО, р-н Хорошево-Мневники, бул. Генерала Карбышева, 18",43.0,19.0,78.6,22700000.0,288804.0,20,22,8.0,на транспорте,"(55.781534, 37.472243, 0.0)"
"Москва, ВАО, р-н Измайлово, 9-я Парковая ул., 1К3",21.0,5.0,30.0,6600000.0,220000.0,1,8,8.0,пешком,"(55.789031, 37.797208, 0.0)"
"Москва, ЦАО, р-н Хамовники, 3-я Фрунзенская ул., 9",,10.0,95.0,38700000.0,407368.0,2,10,10.0,пешком,"(55.721234, 37.576816, 0.0)"
"Москва, ЮАО, р-н Даниловский, ул. Архитектора Щусева, 2к2",15.8,12.0,35.56,8175000.0,229893.0,8,16,13.0,пешком,"(55.699106, 37.634721, 0.0)"
"Москва, ЗАО, р-н Можайский, Рябиновая ул., 3к4",11.0,6.0,25.0,5800000.0,232000.0,3,29,15.0,на транспорте,"(55.717883, 37.426573, 0.0)"
"Москва, ЗАО, р-н Можайский, Рябиновая ул., 3к4",15.0,10.0,37.0,8000000.0,216216.0,11,27,15.0,на транспорте,"(55.717883, 37.426573, 0.0)"
"Москва, ЮАО, р-н Даниловский, ул. Архитектора Щусева, 2к2",38.0,16.0,63.0,15600000.0,247619.0,12,16,15.0,пешком,"(55.699106, 37.634721, 0.0)"
"Москва, ЮАО, р-н Чертаново Южное, Варшавское ш., 168",17.6,9.2,36.11,7768705.0,215140.0,7,19,5.0,пешком,"(55.58292, 37.581164, 0.0)"
"Москва, ЗАО, р-н Дорогомилово, Кутузовский просп., 30",,,84.0,26000000.0,309524.0,9,11,5.0,пешком,"(55.741475, 37.535826, 0.0)"
"Московская область, Ленинский городской округ, Дрожжино рп, ул. Южная, 19к1",18.1,8.6,41.2,5200000.0,126214.0,15,19,0.0,на транспорте,"(55.520665, 37.593138, 0.0)"
"Московская область, Балашиха, мкр. Алексеевская Роща, ул. Дмитриева, 4",,,34.4,3900000.0,113372.0,5,19,0.0,на транспорте,"(55.832374, 37.923583, 0.0)"
"Москва, СВАО, р-н Отрадное, Юрловский проезд, 21",34.4,12.5,65.8,12400000.0,188450.0,5,16,0.0,на транспорте,"(55.872758, 37.615821, 0.0)"
"Москва, ЮАО, р-н Чертаново Центральное, Днепропетровская ул., 9/22",,,47.1,8250000.0,175159.0,11,14,2.0,на транспорте,"(55.623336, 37.594243, 0.0)"
"Москва, ЮАО, р-н Чертаново Южное, Варшавское ш., 168",23.2,6.0,42.9,9266400.0,216000.0,10,19,5.0,пешком,"(55.58292, 37.581164, 0.0)"
"Москва, ЮЗАО, р-н Академический, просп. 60-летия Октября, 8",55.0,15.0,97.0,30000000.0,309278.0,9,25,5.0,пешком,"(55.695296, 37.575648, 0.0)"
"Москва, ЮАО, р-н Даниловский, наб. Марка Шагала, 1к1",35.0,12.0,50.6,14613000.0,288794.0,14,15,15.0,пешком,"(55.70073, 37.631586, 0.0)"
"Московская область, Красногорск, мкр. Мякинино, Парк Рублево жилой комплекс, ул. Согласия, 10/1",37.5,18.4,78.9,22350000.0,283270.0,6,8,5.0,на транспорте,"(55.81389, 37.378917, 0.0)"
"Москва, ЮАО, р-н Даниловский, наб. Марка Шагала, 1к2",29.0,12.0,49.6,13942000.0,281089.0,13,14,16.0,пешком,"(55.699558, 37.631101, 0.0)"
"Москва, ЦАО, р-н Арбат, ул. Арбат, 17",31.0,15.0,81.0,45000000.0,555556.0,2,6,5.0,пешком,"(55.750945, 37.596525, 0.0)"
"Москва, ВАО, р-н Преображенское, Просторная ул., 10К3",26.0,6.0,42.0,8600000.0,204762.0,3,5,13.0,пешком,"(55.804951, 37.719819, 0.0)"
"Москва, ЦАО, р-н Басманный, 4-й Сыромятнический пер., 3/5С4",37.0,5.0,47.0,14550000.0,309574.0,7,7,8.0,пешком,"(55.755697, 37.667555, 0.0)"
"Москва, ЮАО, р-н Нагатинский затон, ул. Корабельная, 11к1",28.0,10.0,54.0,16000000.0,296296.0,5,12,10.0,пешком,"(55.684396, 37.695519, 0.0)"
"Москва, СЗАО, р-н Щукино, Авиационная ул., 79К1",44.8,10.0,66.8,20500000.0,306886.0,2,49,25.0,пешком,"(55.806504, 37.449866, 0.0)"
"Москва, ЗАО, р-н Можайский, Рябиновая ул., 3к3",8.0,24.0,39.0,10200000.0,261538.0,14,19,10.0,пешком,"(55.718152, 37.424713, 0.0)"
"Москва, ЮВАО, р-н Кузьминки, Волгоградский просп., 86к2",31.0,10.0,58.0,12850000.0,221552.0,16,18,3.0,пешком,"(55.703337, 37.768723, 0.0)"
"Москва, СЗАО, р-н Хорошево-Мневники, бул. Генерала Карбышева, 13А",,21.0,38.0,14400000.0,378947.0,24,32,6.0,на транспорте,"(55.78119, 37.468856, 0.0)"
"Москва, ЦАО, р-н Тверской, 2-я Брестская ул., 6",25.0,14.0,60.0,29780000.0,496333.0,10,12,5.0,пешком,"(55.770811, 37.591189, 0.0)"
"Москва, ЮАО, р-н Зябликово, Ореховый бул.",29.4,15.5,60.9,9544248.0,156720.0,2,30,4.0,пешком,"(55.613163, 37.731488, 0.0)"
"Москва, ЮАО, р-н Даниловский, ул. Архитектора Щусева, 3",,12.0,65.8,17081000.0,259590.0,5,14,11.0,пешком,"(55.699061, 37.636428, 0.0)"
"Москва, ЦАО, р-н Пресненский, Ходынская ул., 2",,,66.0,20500000.0,310606.0,11,44,7.0,пешком,"(55.770806, 37.564212, 0.0)"
"Москва, ЮЗАО, р-н Гагаринский, ул. Строителей, 4К3",46.6,12.2,78.8,22900000.0,290609.0,7,8,10.0,пешком,"(55.686305, 37.538036, 0.0)"
"Москва, ЦАО, р-н Замоскворечье, Дубининская ул., 40",20.0,10.0,35.0,13000000.0,371429.0,2,9,7.0,пешком,"(55.725042, 37.635161, 0.0)"
"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, вл17-18",,,62.0,26556300.0,428327.0,13,77,4.0,пешком,"(55.751138, 37.533742, 0.0)"
"Москва, ЦАО, р-н Пресненский, пер. Красина, 16С1",35.0,10.0,57.0,21000000.0,368421.0,2,9,13.0,пешком,"(55.767934, 37.582808, 0.0)"
"Московская область, Ленинский городской округ, Бутово рп, Бутово Парк жилой комплекс, 7",33.7,12.9,64.0,7500000.0,117188.0,4,17,10.0,на транспорте,"(55.547158, 37.586985, 0.0)"
"Москва, ЦАО, р-н Мещанский, 2-й Крестовский пер., 8",33.0,7.0,53.4,12780000.0,239326.0,13,16,3.0,пешком,"(55.790767, 37.638377, 0.0)"
"Московская область, Одинцово, мкр. 3-й, ул. Маршала Жукова",20.0,10.0,38.8,3500000.0,90206.0,15,25,20.0,на транспорте,"(55.679692, 37.261462, 0.0)"
"Москва, СЗАО, р-н Покровское-Стрешнево, Волоколамское ш., 81К2С13",14.6,5.0,23.3,5178000.0,222232.0,2,25,15.0,пешком,"(55.824273, 37.411714, 0.0)"
"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, вл17-18",22.0,10.0,45.0,21200000.0,471111.0,58,65,5.0,пешком,"(55.751138, 37.533742, 0.0)"
"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, вл17-18",27.0,10.0,51.0,21958908.0,430567.0,49,65,5.0,пешком,"(55.751138, 37.533742, 0.0)"
"Московская область, Красногорск, мкр. Чернево, Изумрудные Холмы жилой комплекс",24.8,18.4,62.7,7022000.0,111994.0,18,25,25.0,на транспорте,"(55.834699, 37.275162, 0.0)"
"Москва, ЦАО, р-н Пресненский, Мукомольный проезд, 2",19.0,10.0,38.1,11800000.0,309711.0,34,36,10.0,пешком,"(55.75133, 37.526887, 0.0)"
"Москва, ВАО, р-н Метрогородок, Тагильская ул., 7В",25.6,34.6,83.4,12213930.0,146450.0,5,24,3.0,на транспорте,"(55.815575, 37.753443, 0.0)"
"Москва, ЮЗАО, р-н Ясенево, Новоясеневский просп., 14К2",29.0,6.0,45.0,8500000.0,188889.0,9,9,9.0,пешком,"(55.60609, 37.520734, 0.0)"
"Москва, САО, р-н Войковский, Невский жилой комплекс",19.0,9.0,38.1,13700000.0,359580.0,3,6,5.0,пешком,"(55.835518, 37.49577, 0.0)"
"Москва, ВАО, р-н Новокосино, ул. Николая Старостина, 7",21.3,8.4,40.0,7300000.0,182500.0,1,7,3.0,на транспорте,"(55.73144, 37.852185, 0.0)"
"Москва, ВАО, р-н Северное Измайлово, 13-я Парковая ул., 25К2",19.8,,34.8,7200000.0,206897.0,6,6,13.0,пешком,"(55.804091, 37.809812, 0.0)"
"Москва, СЗАО, р-н Покровское-Стрешнево, Волоколамский проезд",12.6,11.9,34.4,6251512.0,181730.0,21,22,6.0,пешком,"(55.820668, 37.42792, 0.0)"
"Москва, ЮЗАО, р-н Обручевский, ул. Саморы Машела, 6",34.7,10.4,58.7,13700000.0,233390.0,7,22,3.0,на транспорте,"(55.648428, 37.499633, 0.0)"
"Москва, ЗАО, р-н Крылатское, ул. Крылатские Холмы, 1",33.7,12.9,57.8,13400000.0,231834.0,17,17,0.0,на транспорте,"(55.746836, 37.42288, 0.0)"
"Москва, ЮЗАО, р-н Ясенево, Новоясеневский просп., 14К2",24.0,6.0,44.3,8500000.0,191874.0,9,9,0.0,на транспорте,"(55.60609, 37.520734, 0.0)"
"Московская область, Люберцы, мкр. Северные Люберцы, ул. Митрофанова, 19",36.0,10.0,57.8,5750000.0,99481.0,8,9,0.0,на транспорте,"(55.693916, 37.887759, 0.0)"
"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, вл17-18",40.0,12.0,68.0,27928632.0,410715.0,40,65,5.0,пешком,"(55.751138, 37.533742, 0.0)"
"Москва, ЦАО, р-н Пресненский, Мукомольный проезд, 2",32.7,11.0,56.3,15100000.0,268206.0,46,48,10.0,пешком,"(55.75133, 37.526887, 0.0)"
"Москва, ЮАО, р-н Бирюлево Восточное, Михневская ул., 8",43.6,10.2,81.4,9768000.0,120000.0,26,45,15.0,на транспорте,"(55.579688, 37.671085, 0.0)"
"Москва, САО, р-н Головинский, Головинское ш., 11Б",29.3,6.1,44.2,8840000.0,200000.0,2,22,6.0,пешком,"(55.839598, 37.495015, 0.0)"
"Москва, ЮЗАО, р-н Ясенево, Новоясеневский просп., 9",,15.0,61.0,15000000.0,245902.0,3,23,3.0,пешком,"(55.608816, 37.535403, 0.0)"
"Москва, ЮВАО, р-н Рязанский, ул. Михайлова, 31",15.0,12.0,40.0,8890000.0,222250.0,9,19,13.0,пешком,"(55.725133, 37.775263, 0.0)"
